day_index,calendar,rp_au,rp_km,r1_au,r1_km,earth_speed_km_s,earth_radial_speed_km_s,semi_major_axis_au,eccentricity,transfer_aphelion_speed_km_s,transfer_perihelion_speed_km_s,half_period_days,v_inf_no_moon_km_s,no_moon_launch_km_s,no_moon_residual_km_s,no_moon_reentry_km_s,no_moon_total_km_s,flyby_periapsis_radius_km,flyby_periapsis_altitude_km,flyby_side,flyby_turning_angle_deg,flyby_raw_delta_v_km_s,flyby_useful_delta_v_km_s,flyby_v_inf_after_km_s,flyby_launch_km_s,flyby_residual_km_s,flyby_reentry_km_s,flyby_total_km_s,saving_km_s,saving_percent
43,2026-02-13,0.2,29919574.14,0.9873073588227612,147699078.60632592,30.17340315863849,0.33382210849463,0.5936536794113806,0.6631032419468806,17.39864151361727,85.88903399956757,83.53494232039701,12.774761645021218,16.975987434898734,0.0,0.0,16.975987434898734,1837.4,100.0,leading,1.8435828127359264,0.4110305373444423,0.4110305373444423,12.363731107676776,16.668877022933156,0.008220610746888846,0.0,16.677097633680045,0.2988898012186887,1.7606622434477057
44,2026-02-14,0.2,29919574.14,0.987501642832509,147728143.08049524,30.1694335384679,0.3388928406948107,0.5937508214162545,0.6631583607363329,17.39550670808414,85.89045726068511,83.55544691089062,12.773926830383758,16.97535922950476,0.0,0.0,16.97535922950476,1837.4,100.0,leading,1.843819931251813,0.41105653505357315,0.41105653505357315,12.362870295330184,16.668238546465908,0.008221130701071463,0.0,16.676459677166978,0.2988995523377831,1.7607848428813673
45,2026-02-15,0.2,29919574.14,0.9876987308021772,147757627.0210982,30.165012479612702,0.34353814012106376,0.5938493654010886,0.6632142565902734,17.3923278190484,85.89190056284752,83.57624914314457,12.772684660564302,16.974424518697212,0.0,0.0,16.974424518697212,1837.4,100.0,leading,1.8441728380748688,0.41109522455804576,0.41109522455804576,12.361589436006255,16.66728855234456,0.008221904491160916,0.0,16.67551045683572,0.29891406186149183,1.7609672807006802
46,2026-02-16,0.2,29919574.14,0.9878983894108729,147787495.523826,30.160065847794485,0.3478040248010337,0.5939491947054364,0.6632708625875179,17.389108656877195,85.89336217709824,83.59732446105156,12.77095719091729,16.973124693908794,0.0,0.0,16.973124693908794,1837.4,100.0,leading,1.8446637886191757,0.41114904145653836,0.41114904145653836,12.359808149460752,16.665967472493485,0.008222980829130767,0.0,16.674190453322616,0.2989342405861777,1.7612210242787958
47,2026-02-17,0.2,29919574.14,0.9881004177157046,147817718.52804995,30.154524448651046,0.3517571907816376,0.5940502088578522,0.6633281210614689,17.385852505176153,85.89484061354092,83.61865171930104,12.768671943474892,16.971405289569198,0.0,0.0,16.971405289569198,1837.4,100.0,leading,1.8453135604593887,0.41122025642228255,0.41122025642228255,12.35745168705261,16.664219948757694,0.00822440512844565,0.0,16.67244435388614,0.29896093568305915,1.7615567513834793
48,2026-02-18,0.2,29919574.14,0.9883046598303266,147848272.71350467,30.148332592044383,0.35548700728338734,0.5941523299151633,0.663385987178478,17.382561917387164,85.89633471371455,83.64021452318596,12.765770674657219,16.96922258739842,0.0,0.0,16.96922258739842,1837.4,100.0,leading,1.8461389797323877,0.41131070334641123,0.41131070334641123,12.354459971310808,16.662001544996194,0.008226214066928224,0.0,16.67022775906312,0.29899482833529945,1.7619830654902078
49,2026-02-19,0.2,29919574.14,0.9885110176671833,147879143.4065007,30.14145795163134,0.35910354807533756,0.5942555088335917,0.6634444325260674,17.37923851287468,85.89784374321228,83.66200257589888,12.762219438756663,16.966551190672575,0.0,0.0,16.966551190672575,1837.4,100.0,leading,1.847150066492419,0.41142146620308045,0.41142146620308045,12.350797972553583,16.65928644515029,0.00822842932406161,0.0,16.667514874474353,0.29903631619822235,1.7625050184778783
50,2026-02-20,0.2,29919574.14,0.988719461224778,147910326.118878,30.133900442867066,0.3627310687463399,0.594359730612389,0.6635034479978427,17.375882813052552,85.89936746613101,83.68401276737093,12.758017629814514,16.96339082098247,0.0,0.0,16.96339082098247,1837.4,100.0,leading,1.8483474479429478,0.41155259614430756,0.41155259614430756,12.346465033670206,16.656074361336632,0.00823105192288615,0.0,16.66430541325952,0.2990854077229521,1.763122779397415
51,2026-02-21,0.2,29919574.14,0.9889300339512359,147941827.35038358,30.125697734245573,0.3664977339942358,0.5944650169756179,0.6635630452780655,17.37249415717371,85.90090618335721,83.70624974379392,12.753203577071865,16.95977051085813,0.0,0.0,16.95977051085813,1837.4,100.0,leading,1.8497207232833408,0.4117029339851671,0.4117029339851671,12.341500643086698,16.652394795525474,0.008234058679703343,0.0,16.66062885420518,0.299141656652953,1.7638308045585518
52,2026-02-22,0.2,29919574.14,0.9891428515657266,147973664.41235885,30.116925899084144,0.37052364193153536,0.5945714257828634,0.6636232564713936,17.369070723603446,85.90246072295943,83.72872578658439,12.747855175480698,16.955749050919707,0.0,0.0,16.955749050919707,1837.4,100.0,leading,1.8512482148469218,0.41187008561120314,0.41187008561120314,12.335985089869494,16.648307494764055,0.008237401712224063,0.0,16.65654489647628,0.2992041544434265,1.7646177325748826
53,2026-02-23,0.2,29919574.14,0.9893580940621557,148005864.2315088,30.10769522420128,0.3749095650140241,0.5946790470310778,0.6636841318043815,17.365609660722377,85.90403238079827,83.75145997125739,12.742085563478902,16.95141170551149,0.0,0.0,16.95141170551149,1837.4,100.0,leading,1.8528981141644405,0.41205055079099634,0.41205055079099634,12.330035012687906,16.64389911399502,0.008241011015819926,0.0,16.65214012501084,0.29927158050065117,1.7654670047530474
54,2026-02-24,0.2,29919574.14,0.9895759918638625,148038461.27867433,30.098142465128312,0.37972814816227984,0.5947879959319313,0.6637457356774086,17.362107311587383,85.90562281855446,83.77447670809325,12.736035153540929,16.946864185888927,0.0,0.0,16.946864185888927,1837.4,100.0,leading,1.854630669121457,0.4122399659455177,0.4122399659455177,12.323795187595412,16.63927709152457,0.008244799318910354,0.0,16.64752189084348,0.29934229504544874,1.766358022121289
55,2026-02-25,0.2,29919574.14,0.9897968077644321,148071494.86721626,30.08842120361175,0.38501811749067877,0.5948984038822162,0.66380814153336,17.35855950581426,85.90723393121944,83.79780383693497,12.729861697797492,16.942225153378942,0.0,0.0,16.942225153378942,1837.4,100.0,leading,1.8564009509896093,0.4124334096626745,0.4124334096626745,12.317428288134817,16.634562030185172,0.00824866819325349,0.0,16.642810698378426,0.299414455000516,1.7672675949581573
56,2026-02-26,0.2,29919574.14,0.9900208163275653,148105006.07127956,30.07869144391734,0.39078118985556515,0.5950104081637827,0.6638714260189075,17.354961891611946,85.90886769633723,83.82147045256232,12.723729552305393,16.937618133106675,0.0,0.0,16.937618133106675,1837.4,100.0,leading,1.8581618837317215,0.4126257356318713,0.4126257356318713,12.311103816673521,16.62987947904758,0.008252514712637427,0.0,16.63813199376022,0.29948613934645607,1.7681715161653886
57,2026-02-27,0.2,29919574.14,0.9902482821823837,148139034.47881734,30.06910881593979,0.39698131275351034,0.5951241410911918,0.6639356628462604,17.35131028476897,85.91052601553001,83.84550461219996,12.717798531170818,16.933163135757745,0.0,0.0,16.933163135757745,1837.4,100.0,leading,1.8598674325694078,0.41281192138367284,0.41281192138367284,12.304986609787145,16.62535141793326,0.008256238427673456,0.0,16.633607656360933,0.2995554793968118,1.7690462023851927
